index,status,train_end,param_num_boost_round,param_learning_rate,param_num_leaves,param_feature_fraction,param_bagging_fraction,param_min_data_in_leaf,param_lambda_l1,param_lambda_l2,param_early_stopping_rounds,train_ic,train_ir,val_ic,val_ir,n_train_dates,n_val_dates,train_val_gap
738,ok,1800,280,0.07,48,0.7,0.6,80,0.0,0.001,20,0.27481353140752207,1.3637514884249409,0.08860262383997508,0.5287824043907248,1793,155,0.186210907567547
739,ok,1800,200,0.03,16,0.7,0.8,30,0.0,0.1,20,0.3597055413059224,1.811309579507646,0.10507587353689753,0.5671936463508903,1793,155,0.2546296677690249
740,ok,1800,160,0.03,48,0.8,0.6,30,0.0,0.001,30,0.4003312086673186,2.1430657418718018,0.09986376936380806,0.5523771523097292,1793,155,0.3004674393035105
741,ok,1800,280,0.03,48,0.7,0.7,30,0.001,0.01,20,0.4120222084506314,2.2075497929566694,0.09698541342723221,0.5591754218356428,1793,155,0.3150367950233992
742,ok,1800,160,0.07,16,0.8,0.8,30,0.001,0.001,20,0.3547062987224886,1.7677641638539854,0.07585289991887034,0.45556673214201876,1793,155,0.27885339880361826
743,ok,1800,200,0.07,31,0.8,0.6,30,0.01,0.001,20,0.41405784880010627,2.20950083976594,0.08841126439120307,0.5311109010643277,1793,155,0.3256465844089032
744,ok,1800,280,0.07,48,0.7,0.8,80,0.001,0.1,30,0.32543740968027823,1.6267693428865788,0.08949821550084869,0.48436871920340147,1793,155,0.23593919417942955
745,ok,1800,160,0.07,16,0.6,0.6,30,0.0,0.1,10,0.32903809055759625,1.634421254416219,0.08520815449576383,0.5054288182126876,1793,155,0.24382993606183243
746,ok,1800,200,0.05,16,0.8,0.7,50,0.0,0.001,30,0.35916510113877254,1.8591023911315347,0.10543330042200047,0.5959320241975479,1793,155,0.25373180071677204
747,ok,1800,240,0.03,31,0.6,0.6,80,0.01,0.1,10,0.2293112598591103,1.052085330826562,0.10434964466917995,0.536627535436019,1793,155,0.12496161518993035
748,ok,1800,280,0.03,16,0.7,0.8,80,0.001,0.001,20,0.32721499721937375,1.6675630507889385,0.10399890169199745,0.5467005603865961,1793,155,0.2232160955273763
749,ok,1800,200,0.03,31,0.8,0.8,50,0.01,0.01,30,0.397790757724351,2.0774574449569263,0.10317551710970817,0.5107936837952526,1793,155,0.29461524061464284
750,ok,1800,160,0.07,16,0.8,0.7,50,0.0,0.1,20,0.35639930861811575,1.8197315712280717,0.09920761577522279,0.665114646170062,1793,155,0.25719169284289295
751,ok,1800,240,0.03,48,0.8,0.7,80,0.0,0.001,10,0.2600453792974974,1.242466531305527,0.0913226426557926,0.5165816190626333,1793,155,0.16872273664170478
752,ok,1800,240,0.05,31,0.8,0.6,30,0.0,0.01,30,0.4025641354977191,2.1717782133536314,0.0918053135686442,0.5593355219671962,1793,155,0.3107588219290749
753,ok,1800,240,0.07,31,0.6,0.6,50,0.001,0.01,30,0.35130520296768447,1.8229143765857332,0.09179206556393064,0.5374700456750129,1793,155,0.2595131374037538
754,ok,1800,160,0.07,48,0.7,0.7,80,0.0,0.1,30,0.341498572441797,1.7666134806049432,0.09517968687283439,0.5917531538785085,1793,155,0.2463188855689626
755,ok,1800,280,0.03,16,0.7,0.7,50,0.01,0.001,10,0.3150847373898873,1.5207907054957561,0.09937936104790823,0.5549853406165918,1793,155,0.21570537634197906
756,ok,1800,240,0.07,48,0.6,0.7,50,0.01,0.001,30,0.3733755793067527,1.9171889779086184,0.0863789800500933,0.527822734446912,1793,155,0.2869965992566594
757,ok,1800,240,0.05,31,0.6,0.6,80,0.01,0.1,30,0.2881702189089635,1.426457195889836,0.09822960775049944,0.5469076167173403,1793,155,0.18994061115846406
758,ok,1800,240,0.07,48,0.8,0.7,80,0.001,0.01,20,0.3192676359141415,1.6273234416157396,0.08021468483182724,0.5150980683185359,1793,155,0.23905295108231422
759,ok,1800,280,0.05,48,0.6,0.7,80,0.0,0.1,30,0.32208922421798936,1.6291908885281596,0.10459242453454302,0.664159293786552,1793,155,0.21749679968344632
760,ok,1800,200,0.03,16,0.6,0.6,50,0.01,0.001,30,0.34420225445724906,1.7268108360644825,0.10182560222525994,0.522668087385235,1793,155,0.24237665223198912
761,ok,1800,280,0.05,16,0.8,0.6,50,0.01,0.001,30,0.3210818295439655,1.5714634592575183,0.09441905024071737,0.5053569436767089,1793,155,0.22666277930324816
762,ok,1800,160,0.07,16,0.7,0.6,30,0.0,0.01,10,0.335289876871846,1.7114378769681502,0.07913745565346772,0.46765946426802923,1793,155,0.25615242121837833
763,ok,1800,280,0.03,48,0.7,0.8,50,0.0,0.1,20,0.37236385892047474,1.9627417948376544,0.10320959495040202,0.5598495912340495,1793,155,0.2691542639700727
